loan_amount,term,int_rate,installment,applicant,loan_length,home_ownership,annual_income,state
10000,"36 months",6.4600,99.9999,"Lead custodian","4 years",RENT,42000,MI
15000,"36 months",6.4600,99.9999,"""","< 1 year",OWN,50000,PA
9200,"36 months",9.9999,99.9999,"Lead Project Manager","1 year",MORTGAGE,82500,SC
11000,"36 months",8.1900,99.9999,Dietitian,"1 year",MORTGAGE,59220,OH
8000,"36 months",7.5600,99.9999,Laborer,"10+ years",MORTGAGE,45000,MI
12000,"36 months",9.9999,99.9999,"Police Officer","3 years",RENT,120000,CA
15000,"36 months",7.5600,99.9999,"Customer Service Representativ","3 years",RENT,36000,AR
4000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,33000,FL
5000,"36 months",6.4600,99.9999,"""",n/a,RENT,35000,NY
15000,"36 months",9.9999,99.9999,"Office Manager","10+ years",MORTGAGE,43500,VA
20000,"36 months",5.0000,99.9999,"Global PMO Manager","1 year",MORTGAGE,125000,NC
9600,"36 months",9.9999,99.9999,"FIELD REPRESENTATIVE","9 years",RENT,55000,MD
15000,"60 months",9.9999,99.9999,"Project Manager","1 year",MORTGAGE,62000,GA
21000,"36 months",9.9999,99.9999,"Mechanical Supervisor","10+ years",OWN,165000,NY
8000,"36 months",9.9999,99.9999,"Sr. Designer","10+ years",RENT,105000,CA
10000,"36 months",9.9999,99.9999,"lead production","10+ years",RENT,55000,UT
25000,"60 months",9.9999,99.9999,"Service Attendant","< 1 year",RENT,63648,HI
20000,"36 months",9.9999,99.9999,"Technical Writer","3 years",MORTGAGE,63000,WI
37500,"60 months",9.9999,99.9999,"Site Manager","5 years",MORTGAGE,168000,SC
13000,"36 months",8.8100,99.9999,"""","< 1 year",RENT,50000,CA
35000,"60 months",9.9999,99.9999,claims,"10+ years",MORTGAGE,45000,CO
5000,"36 months",9.9999,99.9999,"Senior Underwriter","3 years",MORTGAGE,66000,AZ
10000,"36 months",8.8100,99.9999,"Office Associate","10+ years",MORTGAGE,51000,OH
30000,"36 months",7.5600,99.9999,"Outside Sales Engineer","5 years",RENT,141600,WA
8000,"36 months",9.9999,99.9999,"QC lab supervisor","6 years",RENT,69073,NC
40000,"36 months",9.9999,99.9999,driver,"10+ years",MORTGAGE,55000,IL
10000,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,40308,TX
12000,"60 months",9.9999,99.9999,"""","< 1 year",RENT,50000,OK
12000,"36 months",9.9999,99.9999,buyer,"10+ years",RENT,85000,CA
16000,"60 months",8.1900,99.9999,"""","< 1 year",OWN,75000,AZ
33500,"36 months",8.8100,99.9999,"Sr Commercial credit analyst","5 years",MORTGAGE,90000,RI
7500,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,30000,AR
8000,"36 months",6.4600,99.9999,"""","< 1 year",RENT,70000,FL
17000,"36 months",9.9999,99.9999,RN,"10+ years",MORTGAGE,48000,PA
11500,"36 months",8.1900,99.9999,"""","< 1 year",RENT,40000,CA
5000,"36 months",8.8100,99.9999,"cashier level 2","10+ years",OWN,45000,NV
14400,"60 months",9.9999,99.9999,"System Analyst","1 year",MORTGAGE,74000,SC
12000,"36 months",7.8400,99.9999,"""","< 1 year",RENT,22000,OH
30000,"36 months",9.9999,99.9999,"Operator Machine","10+ years",RENT,50000,NJ
25000,"60 months",9.9999,99.9999,"Revenue Cycle Analyst II","< 1 year",RENT,72500,AZ
13000,"36 months",9.9999,99.9999,"HR Manager","5 years",MORTGAGE,42000,NM
5000,"36 months",9.9999,99.9999,Teacher,"10+ years",MORTGAGE,65000,FL
6000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,30000,CA
5000,"36 months",9.9999,99.9999,"Director of Family Resource Ce","10+ years",MORTGAGE,39500,KY
4800,"36 months",9.9999,99.9999,"Surface Line Dispatcher","10+ years",MORTGAGE,125000,NY
4000,"36 months",8.8100,99.9999,"""","2 years",RENT,12000,NY
9800,"36 months",9.9999,99.9999,"""","< 1 year",RENT,200000,CA
25600,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,25000,VA
5000,"36 months",9.9999,99.9999,"""","4 years",RENT,15000,TX
25000,"60 months",9.9999,99.9999,"Staff Sergeant","10+ years",MORTGAGE,60000,KS
30000,"36 months",9.9999,99.9999,"Store Manager","8 years",RENT,75000,CA
3200,"36 months",9.9999,99.9999,"Order processor","1 year",RENT,30000,NC
3000,"36 months",7.5600,93.4100,"Assistant Branch Manager","3 years",OWN,40000,TX
35000,"60 months",8.1900,99.9999,"Senior Security Engineer","3 years",MORTGAGE,132000,TX
10000,"36 months",8.1900,99.9999,"Configuration analyst","7 years",MORTGAGE,85000,ID
8000,"36 months",7.5600,99.9999,"""",n/a,MORTGAGE,52000,TX
1500,"36 months",7.5600,46.7100,"Custodial Manager","5 years",MORTGAGE,100000,TX
10000,"36 months",9.9999,99.9999,"Truck driver","5 years",OWN,40000,TN
9000,"36 months",7.5600,99.9999,Teacher,"1 year",MORTGAGE,55000,NJ
10000,"36 months",8.1900,99.9999,"Operations manager","8 years",RENT,220000,CT
13000,"60 months",9.9999,99.9999,"""","< 1 year",RENT,55000,WI
26000,"36 months",8.1900,99.9999,"Lead Technician","10+ years",OWN,93000,TX
5000,"36 months",9.9999,99.9999,"""",n/a,RENT,21800,GA
40000,"60 months",9.9999,99.9999,"Director of Fulfillment","10+ years",RENT,108000,SD
15000,"60 months",8.8100,99.9999,"Transportation Manager","3 years",MORTGAGE,55640,MI
10000,"36 months",9.9999,99.9999,"Office manager","10+ years",RENT,72000,NC
30000,"60 months",9.9999,99.9999,"Production Manager","10+ years",MORTGAGE,180000,WV
22000,"60 months",9.9999,99.9999,Director,"< 1 year",RENT,170000,TN
7000,"36 months",6.4600,99.9999,"""","< 1 year",RENT,45000,FL
24000,"36 months",9.9999,99.9999,"registered nurse","3 years",RENT,60000,GA
20000,"36 months",8.8100,99.9999,"Digital Media Supervisor","6 years",MORTGAGE,65000,MI
9500,"36 months",9.9999,99.9999,"Warehouse Manager","10+ years",MORTGAGE,74250,CT
5000,"36 months",9.9999,99.9999,"""",n/a,RENT,10044,NY
12000,"60 months",9.9999,99.9999,"""",n/a,RENT,35000,TX
15000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,49578,ME
25000,"36 months",8.1900,99.9999,"General Manager","6 years",RENT,65000,GA
6000,"36 months",8.8100,99.9999,"Senior Financial Specialist","6 years",MORTGAGE,43500,WI
30000,"60 months",8.1900,99.9999,"Registered Nurse case Manager","4 years",OWN,100000,NJ
2500,"36 months",6.4600,76.5800,Sorting,"5 years",RENT,40000,MI
5000,"36 months",6.4600,99.9999,"""",n/a,OWN,52000,NY
4800,"36 months",9.9999,99.9999,"Administrative Assistant","10+ years",RENT,32000,IL
24000,"36 months",8.1900,99.9999,"""","< 1 year",MORTGAGE,150000,GA
5000,"36 months",9.9999,99.9999,"Science Teacher","10+ years",RENT,110000,CA
20000,"36 months",9.9999,99.9999,"Sr HR Analyst","5 years",RENT,50000,TX
10000,"60 months",9.9999,99.9999,"Web Developer","< 1 year",RENT,80000,OH
13000,"36 months",9.9999,99.9999,"Paint maker","4 years",RENT,35000,FL
20000,"60 months",9.9999,99.9999,"Customer service","3 years",OWN,75000,SD
15000,"36 months",9.9999,99.9999,"""","< 1 year",RENT,40000,FL
32000,"36 months",9.9999,99.9999,"Civil Engineer","10+ years",RENT,130000,NJ
32175,"36 months",8.1900,99.9999,"service tec","10+ years",RENT,80000,MA
9000,"36 months",5.0000,99.9999,"Sr. Photographer - Marketing","1 year",RENT,67000,AZ
15500,"36 months",8.8100,99.9999,"Patient Account Representative","3 years",RENT,31000,FL
10000,"36 months",9.9999,99.9999,"Graphic Artist","10+ years",MORTGAGE,52000,FL
10000,"36 months",6.4600,99.9999,"Physical therapist","4 years",OWN,65000,PA
10000,"36 months",8.8100,99.9999,"Library Program Specialist","1 year",RENT,45000,VA
40000,"60 months",9.9999,99.9999,""Testing Business Analyst"," FCCompliance"","10+ years",0,de
13000,"36 months",5.0000,99.9999,Teacher,"6 years",MORTGAGE,55000,NY
24000,"60 months",9.9999,99.9999,"medical doctor","10+ years",MORTGAGE,250000,NY
24000,"60 months",9.9999,99.9999,Plumber,"10+ years",MORTGAGE,50000,FL
30000,"36 months",6.4600,99.9999,Epidemiologist,"10+ years",MORTGAGE,100000,CT
34475,"36 months",9.9999,99.9999,"Senior Engagement Manager","3 years",RENT,220000,MO
18500,"36 months",5.0000,99.9999,"Service manager","9 years",MORTGAGE,110000,LA
6300,"36 months",9.9999,99.9999,"Business Banker","10+ years",MORTGAGE,65000,MO
20000,"36 months",7.5600,99.9999,"head chef","5 years",RENT,40000,CA
16200,"36 months",9.9999,99.9999,Engineer,"10+ years",MORTGAGE,134000,CA
19000,"36 months",9.9999,99.9999,"Technology Lead","< 1 year",RENT,95000,NC
5000,"36 months",9.9999,99.9999,"Operations manager","10+ years",MORTGAGE,52000,IN
2500,"36 months",9.9999,84.2200,"Customer Service Rep","4 years",RENT,37000,UT
10000,"36 months",9.9999,99.9999,"Special relieve/ packer","10+ years",RENT,30000,IL
8000,"36 months",8.8100,99.9999,attorney,"1 year",RENT,170000,CA
40000,"36 months",9.9999,99.9999,"Office Manager","9 years",MORTGAGE,325000,MO
12000,"60 months",9.9999,99.9999,"""","1 year",RENT,15000,OH
37000,"60 months",9.9999,99.9999,"Senior Underwriter","10+ years",MORTGAGE,110000,AZ
40000,"36 months",9.9999,99.9999,"""","4 years",MORTGAGE,15000,WA
8000,"36 months",9.9999,99.9999,"Business Analyst","10+ years",RENT,131000,NY
12000,"36 months",9.9999,99.9999,"Terminal manager","4 years",MORTGAGE,75000,OH
8400,"36 months",6.4600,99.9999,Conductor,"10+ years",MORTGAGE,100000,MO
7500,"36 months",6.4600,99.9999,"Project Manager","10+ years",MORTGAGE,88000,HI
14400,"36 months",9.9999,99.9999,"""",n/a,RENT,18408,NC
35000,"36 months",9.9999,99.9999,"Program Manager","< 1 year",RENT,128000,ME
6600,"36 months",9.9999,99.9999,"QRK (Line Quality)","8 years",MORTGAGE,58000,GA
11375,"60 months",9.9999,99.9999,"Family Service Worker","4 years",RENT,49266,NJ
10700,"60 months",9.9999,99.9999,"Greenhouse Manager","4 years",MORTGAGE,68000,OK
40000,"60 months",8.1900,99.9999,"CSS III","< 1 year",MORTGAGE,77500,ME
2100,"36 months",9.9999,73.9800,"""",n/a,OWN,15108,TN
40000,"60 months",9.9999,99.9999,Teacher,"3 years",MORTGAGE,72000,CA
25175,"60 months",9.9999,99.9999,"Manager Program Management","1 year",MORTGAGE,180000,CA
25000,"60 months",9.9999,99.9999,"Public Works Specialist","3 years",RENT,47120,FL
15000,"60 months",8.1900,99.9999,"Physical Therapist","5 years",MORTGAGE,82000,FL
5000,"36 months",8.8100,99.9999,Teacher,"10+ years",MORTGAGE,82000,DE
5000,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,130000,AZ
25000,"36 months",9.9999,99.9999,manager,"10+ years",RENT,82141,NY
35000,"60 months",8.8100,99.9999,"Sr. Response Coordinator","10+ years",MORTGAGE,111000,LA
30000,"36 months",8.1900,99.9999,"Truck Driver","2 years",RENT,70000,WA
10000,"36 months",5.0000,99.9999,Lpn,"1 year",MORTGAGE,75000,WA
3600,"36 months",9.9999,99.9999,xray,"10+ years",RENT,54000,MO
8000,"36 months",8.1900,99.9999,"Senior service technician","6 years",RENT,48000,IL
16800,"36 months",9.9999,99.9999,Merchandise,"4 years",RENT,50000,FL
2000,"36 months",9.9999,67.3700,"Security Guard","6 years",RENT,24000,NY
35000,"36 months",9.9999,99.9999,SUPEVISOR,"2 years",RENT,144000,CA
35000,"36 months",6.4600,99.9999,"Intelligence Analyst","7 years",MORTGAGE,165000,HI
6000,"36 months",9.9999,99.9999,Forman,"5 years",MORTGAGE,50000,MN
8000,"36 months",6.4600,99.9999,"Distribution Operator","1 year",MORTGAGE,45000,TX
25000,"60 months",9.9999,99.9999,"register nurse","2 years",OWN,96000,NY
10000,"36 months",8.8100,99.9999,"Store Manager","10+ years",MORTGAGE,95000,AL
10000,"36 months",9.9999,99.9999,"Security Officer","5 years",RENT,60000,FL
20000,"36 months",9.9999,99.9999,"Site Superintendent","4 years",MORTGAGE,125000,TX
10000,"36 months",9.9999,99.9999,Teacher,"2 years",MORTGAGE,52000,FL
10000,"36 months",8.1900,99.9999,"""",n/a,RENT,97164,NC
30500,"60 months",9.9999,99.9999,Baker,"5 years",RENT,60000,MI
6000,"36 months",8.1900,99.9999,"mail carrier","10+ years",MORTGAGE,60000,IN
25000,"36 months",9.9999,99.9999,"Office Manager","< 1 year",MORTGAGE,52000,NY
10000,"36 months",9.9999,99.9999,"Smt operater","7 years",RENT,33000,OH
10000,"60 months",9.9999,99.9999,"""",n/a,OWN,60000,AZ
10000,"36 months",8.8100,99.9999,"Court Clerk","10+ years",MORTGAGE,52000,PA
1825,"36 months",9.9999,74.7800,"""",n/a,RENT,28000,TX
35000,"36 months",6.4600,99.9999,"Sr. Project Manager","1 year",MORTGAGE,154061,CA
30000,"60 months",9.9999,99.9999,"Roll Warehouse","10+ years",RENT,75000,VA
21000,"36 months",8.8100,99.9999,Superviser,"3 years",RENT,38000,OR
15000,"36 months",6.4600,99.9999,"Authorization Specialist","8 years",MORTGAGE,68000,IN
18000,"36 months",6.4600,99.9999,Director,"3 years",MORTGAGE,75000,NJ
10000,"36 months",6.4600,99.9999,stylist,"10+ years",MORTGAGE,36000,NC
10000,"36 months",7.5600,99.9999,"""",n/a,OWN,24000,OK
9500,"36 months",9.9999,99.9999,"prosthodontist assistant","8 years",RENT,67420,TX
13500,"60 months",9.9999,99.9999,"Warehouse Worker","9 years",RENT,75000,CA
25000,"60 months",9.9999,99.9999,Supervisor,"< 1 year",RENT,53000,NC
20000,"36 months",8.8100,99.9999,"""","< 1 year",RENT,95000,GA
30000,"60 months",9.9999,99.9999,"Groupl Account Director","< 1 year",MORTGAGE,200000,NJ
3000,"36 months",6.4600,91.9000,"Legislative Budget Analyst","3 years",RENT,52245,NY
13000,"36 months",9.9999,99.9999,"Maintenance Supervisor","10+ years",OWN,33600,FL
20000,"60 months",9.9999,99.9999,ACCOUNTANT,"< 1 year",MORTGAGE,85000,FL
20000,"60 months",9.9999,99.9999,"Field Service Supervisor","4 years",RENT,125000,AK
18000,"60 months",8.1900,99.9999,"Client Services Representative","5 years",RENT,48000,FL
25000,"60 months",9.9999,99.9999,"Operations Manager","8 years",RENT,40000,OH
5000,"36 months",9.9999,99.9999,"Accounting Assistant","1 year",RENT,58000,IL
10000,"36 months",9.9999,99.9999,"Certified Nurse Assist","6 years",MORTGAGE,41000,SC
1400,"36 months",8.1900,44.0000,"Surgical Coordinator","6 years",RENT,45000,TX
10000,"36 months",6.4600,99.9999,Paraprofessional,"5 years",OWN,40000,MN
15000,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,73000,PA
10000,"36 months",9.9999,99.9999,"""",n/a,RENT,33000,TX
2000,"36 months",9.9999,80.9200,"Medical Technologist","2 years",RENT,74000,NY
28000,"60 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,30000,FL
13500,"60 months",9.9999,99.9999,"Service Manager","2 years",OWN,78000,NJ
30000,"60 months",9.9999,99.9999,"""","< 1 year",RENT,25000,AZ
22000,"36 months",6.4600,99.9999,"District Manager","3 years",MORTGAGE,90000,CT
23900,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,35471,AL
10000,"36 months",9.9999,99.9999,Pastor/cmt,"10+ years",MORTGAGE,55000,MO
10000,"36 months",6.4600,99.9999,Owner,"10+ years",OWN,117000,FL
40000,"36 months",8.1900,99.9999,"Service Center Manager","< 1 year",MORTGAGE,110000,TX
9800,"36 months",8.8100,99.9999,"Special Agent","3 years",OWN,92000,TX
4000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,49000,NJ
2000,"36 months",9.9999,78.8600,"Level 3","10+ years",RENT,40000,NY
2000,"36 months",9.9999,75.2400,Manager,"< 1 year",OWN,26000,MD
16000,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,60000,MI
25000,"60 months",8.1900,99.9999,Superintendent,"2 years",MORTGAGE,72000,TX
3000,"36 months",9.9999,99.9999,"Deportation Officer","10+ years",MORTGAGE,101200,NY
17000,"36 months",7.5600,99.9999,"Eligibility Supervisor","10+ years",MORTGAGE,65000,CA
20000,"60 months",9.9999,99.9999,"administrative assisstant","2 years",RENT,55000,UT
9600,"36 months",5.0000,99.9999,"General Manager","< 1 year",MORTGAGE,102000,NV
5600,"36 months",9.9999,99.9999,"Customer service agent","2 years",OWN,32000,CA
22000,"60 months",9.9999,99.9999,"""","< 1 year",RENT,35000,NJ
15000,"36 months",9.9999,99.9999,"Loan Officer","6 years",MORTGAGE,98000,AZ
15000,"36 months",5.0000,99.9999,"""","< 1 year",MORTGAGE,120000,MI
10000,"36 months",9.9999,99.9999,"""","< 1 year",OWN,45000,MS
16000,"36 months",9.9999,99.9999,"Head of the Voice and Opera Di","9 years",RENT,106000,OH
1725,"36 months",9.9999,55.9300,"Educational Diagnostician","10+ years",RENT,72000,TX
18000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,65000,IN
5000,"36 months",9.9999,99.9999,"Catering Manager","10+ years",RENT,72000,CA
16000,"60 months",9.9999,99.9999,Carpenter,"4 years",MORTGAGE,50000,NY
10000,"36 months",9.9999,99.9999,"Dean of Students","10+ years",MORTGAGE,51000,LA
25000,"36 months",7.5600,99.9999,"""","< 1 year",RENT,70000,MA
1500,"36 months",9.9999,50.9500,"""",n/a,RENT,39400,NM
13000,"36 months",8.8100,99.9999,Manager,"10+ years",RENT,70000,IL
8400,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,48000,IL
5500,"36 months",7.5600,99.9999,"Sr. Database Programmer Analys","10+ years",MORTGAGE,105000,KY
11550,"36 months",9.9999,99.9999,"Medical Operations Officer","10+ years",RENT,106000,NC
6000,"36 months",9.9999,99.9999,"""",n/a,RENT,45000,CA
12000,"60 months",9.9999,99.9999,"Material handler","< 1 year",RENT,40320,OR
30000,"36 months",9.9999,99.9999,SHIPPING,"9 years",MORTGAGE,55000,IN
10000,"36 months",8.1900,99.9999,"Special Education Teacher","< 1 year",RENT,47500,CA
10000,"60 months",9.9999,99.9999,"Vice President","10+ years",MORTGAGE,115000,WV
13500,"60 months",9.9999,99.9999,"cocktail server","10+ years",OWN,31000,NV
13000,"60 months",9.9999,99.9999,"maintenance/correction officer","7 years",MORTGAGE,82000,PA
10000,"36 months",9.9999,99.9999,"Graphic Designer","1 year",MORTGAGE,60000,MN
10000,"36 months",9.9999,99.9999,"Stat tech","7 years",RENT,38000,CO
12000,"36 months",9.9999,99.9999,"""",n/a,MORTGAGE,20000,TX
2875,"36 months",7.5600,89.5100,Server,"10+ years",RENT,30000,CA
6500,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,75000,CT
10000,"60 months",9.9999,99.9999,"QUALITY COMTROL","5 years",OWN,21000,FL
28000,"60 months",9.9999,99.9999,"Director of Finance & Operatio","10+ years",RENT,103000,CA
35000,"60 months",9.9999,99.9999,"Quality Assurance Specialist","< 1 year",RENT,39520,UT
14000,"36 months",5.0000,99.9999,Principal,"5 years",MORTGAGE,82500,WV
30000,"36 months",8.1900,99.9999,"Associate Vice President of Fi","10+ years",MORTGAGE,195000,PA
20000,"36 months",8.8100,99.9999,"IT Project Manager","4 years",MORTGAGE,110000,TN
40000,"36 months",9.9999,99.9999,"""","< 1 year",OWN,120000,GA
11500,"36 months",9.9999,99.9999,"Admin Asst","10+ years",MORTGAGE,68000,CA
18000,"60 months",9.9999,99.9999,"Administrative Coordinator","2 years",RENT,48600,PA
20000,"60 months",9.9999,99.9999,"Executive Housekeeper","2 years",RENT,75000,FL
10000,"36 months",9.9999,99.9999,"SDET2 Software Engineer","10+ years",MORTGAGE,151000,WA
14000,"36 months",8.8100,99.9999,"""",n/a,MORTGAGE,41360,NY
1000,"36 months",9.9999,40.4600,"""","10+ years",RENT,19000,NY
3600,"36 months",9.9999,99.9999,"""",n/a,RENT,15000,MO
25000,"60 months",9.9999,99.9999,"User Support Tech","10+ years",MORTGAGE,80000,HI
10000,"60 months",8.1900,99.9999,CSR,"8 years",MORTGAGE,30000,TN
20000,"36 months",9.9999,99.9999,"Car salesman","7 years",RENT,100000,OH
15000,"36 months",6.4600,99.9999,"Senior Network Specialist","10+ years",RENT,100000,CA
12000,"60 months",9.9999,99.9999,"""",n/a,OWN,19400,CA
10000,"36 months",9.9999,99.9999,"Project Manager","8 years",MORTGAGE,150000,IN
12000,"60 months",9.9999,99.9999,"""","< 1 year",RENT,35500,FL
5000,"36 months",6.4600,99.9999,"Quality Assurance Coordinator","10+ years",MORTGAGE,106000,NJ
12000,"36 months",8.1900,99.9999,"""","< 1 year",OWN,60000,WY
14000,"60 months",8.1900,99.9999,"""",n/a,MORTGAGE,100000,CA
29150,"36 months",8.8100,99.9999,"Physican Assistant","5 years",MORTGAGE,300000,TX
40000,"36 months",9.9999,99.9999,"Assoicate Director","< 1 year",MORTGAGE,200000,CA
8000,"36 months",9.9999,99.9999,"Warehouse Supervisor","4 years",MORTGAGE,57500,IL
6900,"36 months",9.9999,99.9999,"Nutrition and dinning services","1 year",ANY,24000,MO
20000,"36 months",9.9999,99.9999,"""","10+ years",MORTGAGE,35000,MO
5000,"36 months",8.8100,99.9999,Driver,"6 years",RENT,30000,TX
25000,"36 months",9.9999,99.9999,Manager,"6 years",RENT,72000,FL
9600,"36 months",9.9999,99.9999,"Background Talent","4 years",RENT,40000,CA
12500,"36 months",9.9999,99.9999,"Executive Chef","10+ years",OWN,68000,PA
9600,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,225000,OH
40000,"36 months",6.4600,99.9999,"""",n/a,MORTGAGE,166000,CA
20000,"60 months",9.9999,99.9999,Cook,"10+ years",OWN,35000,TX
10000,"36 months",6.4600,99.9999,"X-ray tech","10+ years",MORTGAGE,55000,SC
20000,"36 months",6.4600,99.9999,Manager,"3 years",MORTGAGE,64992,TX
20800,"36 months",9.9999,99.9999,"Tech Support III","9 years",MORTGAGE,75000,OH
16000,"60 months",9.9999,99.9999,"Overnight Staff","10+ years",RENT,50000,VA
5000,"36 months",9.9999,99.9999,"Toll collector","10+ years",RENT,40000,NY
16000,"60 months",8.1900,99.9999,Manager,"4 years",RENT,60000,WV
24000,"36 months",8.1900,99.9999,"Network Administrator","10+ years",MORTGAGE,65000,TX
16000,"60 months",9.9999,99.9999,Dsr,"10+ years",MORTGAGE,90000,KS
6575,"36 months",9.9999,99.9999,DRIVER,"2 years",RENT,10000,NY
10000,"36 months",9.9999,99.9999,"Cocktail Waitress","10+ years",OWN,80000,NV
30000,"60 months",8.1900,99.9999,"Senior Slot Floorperson","10+ years",RENT,143000,CA
20800,"36 months",9.9999,99.9999,"Shop manager","< 1 year",MORTGAGE,70000,CT
12000,"60 months",9.9999,99.9999,"Dental Assistant","10+ years",RENT,40000,NY
1650,"36 months",9.9999,55.5800,"Communication Systems Operator","7 years",MORTGAGE,37000,AZ
35000,"60 months",9.9999,99.9999,"Technical Trainer","2 years",MORTGAGE,82800,VA
11000,"36 months",9.9999,99.9999,"Branch Manager","6 years",MORTGAGE,50000,TX
9000,"36 months",9.9999,99.9999,"""",n/a,RENT,22550,PA
12000,"36 months",9.9999,99.9999,Merchandiser,"10+ years",MORTGAGE,30000,IN
15000,"60 months",9.9999,99.9999,"Overnight Residential Counselo","10+ years",RENT,31000,NY
4000,"36 months",9.9999,99.9999,"Retail Consultant","< 1 year",RENT,30000,IL
10000,"36 months",9.9999,99.9999,Counselor,"< 1 year",RENT,44000,IL
8800,"36 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,75000,MS
10000,"36 months",9.9999,99.9999,"District Manager","6 years",RENT,100000,FL
15000,"36 months",9.9999,99.9999,"Branch manager","3 years",MORTGAGE,100000,KS
20000,"36 months",9.9999,99.9999,"""",n/a,RENT,42000,IL
3000,"36 months",9.9999,99.9999,"Respiratory therapist","1 year",MORTGAGE,50000,OH
12000,"36 months",9.9999,99.9999,"Clinical DIrector","10+ years",OWN,96000,PA
5000,"36 months",9.9999,99.9999,"Assist. Restaurant Manager","2 years",RENT,42000,CA
2000,"36 months",9.9999,75.2400,Cashier,"2 years",RENT,16000,TX
15000,"36 months",9.9999,99.9999,"Data Architect","< 1 year",MORTGAGE,130000,TX
5000,"36 months",9.9999,99.9999,"Referral Coordinator","6 years",RENT,33158,FL
10000,"36 months",9.9999,99.9999,Painter,"5 years",RENT,50000,CA
7000,"36 months",5.0000,99.9999,""drug safet specialist"," consultant nurse"","6 years",0,de
20000,"36 months",9.9999,99.9999,"Service advisor","3 years",RENT,35000,CA
32000,"60 months",9.9999,99.9999,Teacher,"10+ years",RENT,85089,CA
8400,"36 months",9.9999,99.9999,"Cake Decorator","10+ years",MORTGAGE,65000,AZ
10000,"36 months",9.9999,99.9999,Director,"2 years",RENT,66000,TX
14000,"60 months",9.9999,99.9999,"General Manager","3 years",RENT,48000,TX
15000,"60 months",9.9999,99.9999,"Pharmacy Technician","3 years",MORTGAGE,24000,GA
22000,"60 months",9.9999,99.9999,"Ramp Transport Driver","1 year",MORTGAGE,57600,GA
3525,"36 months",6.4600,99.9999,Showkeeper,"10+ years",MORTGAGE,35000,FL
12000,"60 months",9.9999,99.9999,"""","< 1 year",MORTGAGE,95000,IL
8000,"36 months",8.1900,99.9999,"""",n/a,OWN,140000,SC
40000,"60 months",9.9999,99.9999,"Oncology Social Worker","8 years",RENT,67000,NJ
4000,"36 months",9.9999,99.9999,"Document Cooridnator","1 year",OWN,27996,TN
18000,"36 months",8.1900,99.9999,"Vice President of Team Member ","10+ years",MORTGAGE,150000,VA
15000,"60 months",9.9999,99.9999,"Health Educator","2 years",RENT,53736,MO
15000,"36 months",9.9999,99.9999,"Labor compliance assistant","< 1 year",MORTGAGE,165000,CA
30000,"36 months",9.9999,99.9999,Cook,"2 years",RENT,48000,CO
11000,"36 months",9.9999,99.9999,Teamster,"2 years",MORTGAGE,95000,NJ
12000,"36 months",6.4600,99.9999,"Tele banker","< 1 year",MORTGAGE,80000,NY
27000,"36 months",9.9999,99.9999,"CAT Scan Technologist","1 year",RENT,64800,WV
20000,"36 months",9.9999,99.9999,"Lead Teacher","10+ years",MORTGAGE,60000,MI
20500,"36 months",6.4600,99.9999,"Center Administrator","10+ years",MORTGAGE,83000,IN
10000,"60 months",8.8100,99.9999,"Aquatics Office Coordinator","3 years",RENT,46000,CA
20500,"60 months",9.9999,99.9999,Driver,"10+ years",MORTGAGE,100000,TN
23000,"60 months",9.9999,99.9999,"Vice President","6 years",RENT,105000,FL
10400,"60 months",9.9999,99.9999,"""",n/a,MORTGAGE,32000,MT
20000,"60 months",9.9999,99.9999,"""",n/a,RENT,28620,AZ
15000,"60 months",9.9999,99.9999,"Capital Analyst","7 years",MORTGAGE,85000,TX
10000,"60 months",9.9999,99.9999,"RS Systems Administrator","3 years",RENT,45200,GA
24000,"60 months",9.9999,99.9999,Teachrt,"10+ years",MORTGAGE,65000,OH
12000,"60 months",9.9999,99.9999,"Family Court Counselor","2 years",MORTGAGE,72000,WI
20000,"60 months",9.9999,99.9999,warehouseman,"10+ years",RENT,70000,CA
18000,"36 months",9.9999,99.9999,"Medical Assistant","2 years",RENT,30000,NJ
2500,"36 months",8.1900,78.5700,"Office Asst.","10+ years",RENT,27000,ME
18000,"36 months",8.8100,99.9999,"Director Parts Sales","10+ years",MORTGAGE,185000,GA
6000,"36 months",7.5600,99.9999,"Automotive Technician","9 years",MORTGAGE,90000,CT
20000,"36 months",9.9999,99.9999,"Maintenance Superintendent","10+ years",MORTGAGE,50100,MI
